name,address,phone,email,lat,lng,url,rating_count,star_count,country,state,w,zip,facebook_link,instagram_link,twitter_link,whatsapp_link,tiktok_link,linkedin_link,youtube_link,primary_category_name,category_name,detailed_state,detailed_district
Rice mill vellacherri,"Plot# 487-B, Sampangi, 2nd Main Road, PO, N 2nd Cross St, SM Nagar, Poompozhil Nagar, Sathiya, Arakkambakkam, Tamil Nadu 600062, India",,,13.176578,80.0659967,,0.0,0.0,India,Tamil Nadu,Poonamalle,600062,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Thiruvallur
பெருமாள்,"5466+GC, New Vellanur, Tamil Nadu 600062, India",,,13.1612816,80.1110856,,0.0,0.0,India,Tamil Nadu,Poonamalle,,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Thiruvallur
Ganapathy Rice Mill,"328Q+QQJ, Vellavedu, Tamil Nadu 600124, India",,,13.0669609,80.0393802,,20.0,3.6,India,Tamil Nadu,Poonamalle,600124,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Thiruvallur
Lakshmi Illam,"53H7+FQW, Arakkambakkam, Tamil Nadu 600055, India",,,13.1787322,80.0644609,,0.0,0.0,India,Tamil Nadu,,600055,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Thiruvallur
VVS Modern Rice Mill,"55V4+V87, Unnamed Road, Gandhinagar, Red Hills, Naravarikuppam, Attanthangal, Tamil Nadu 600052, India",,,13.194652,80.155807,,0.0,0.0,India,Tamil Nadu,Ponneri,600052,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Thiruvallur
S.kumar அரிசி ஆலை,"bus stop, Masjed-E-muhammed anas 138/4, Ambedkar nagar, opposite Attanthangal, Attanthangal, Tamil Nadu 600052, India",,,13.1996133,80.1545139,,0.0,0.0,India,Tamil Nadu,Ponneri,600052,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Thiruvallur
Rice Mill முருகன் மாவு மில் கடை,"269, Alapakkam, 9th Street, Ashtalakshmi Nagar, Valasaravakkam, Chennai, Tamil Nadu 600087, India",,,13.0479546,80.1696439,,1.0,5.0,India,Tamil Nadu,,600087,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Thiruvallur
Sai Krishna modern rice Mill,"56M2+G6P, Grant Lyon, Red Hills, Vedakarai, Tamil Nadu 600052, India",,,13.1838259,80.2005718,,0.0,0.0,India,Tamil Nadu,,600052,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Thiruvallur
Srm,"2rd (Gandhi) Street Perumal Nagar, Pammadukulam, Gandhinagar, Red Hills, Chennai, Tamil Nadu 600052, India",,,13.1934811,80.1574244,,0.0,0.0,India,Tamil Nadu,Ponneri,600052,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Thiruvallur
Sri Veerapandiya Modern Rice Mill,"55XR+MF9, Unnamed Road, Palavoyal, Red Hills, Padianallur, Tamil Nadu 600052, India",,,13.19916,80.1912391,,0.0,0.0,India,Tamil Nadu,Ponneri,600052,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Thiruvallur
Nmd அரிசி ஆலை,"M.S COMPLEX REDHIL, 15A, Sothupakkam Rd, Palavoyal, Red Hills, Chennai, Padianallur, Tamil Nadu 600052, India",,,13.1972373,80.1924823,,0.0,0.0,India,Tamil Nadu,,600052,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Thiruvallur
குருநாதம்,"55X5+QR, Chennai, Attanthangal, Tamil Nadu 600052, India",,,13.199454,80.1595498,,1.0,4.0,India,Tamil Nadu,Ponneri,,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Thiruvallur
Ks,"55W5+946, Gandhinagar, Red Hills, Naravarikuppam, Attanthangal, Tamil Nadu 600052, India",,,13.196008,80.1574781,,0.0,0.0,India,Tamil Nadu,Ponneri,600052,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Thiruvallur
VIJAYAKUMAR MODERN RICE MILL,"5/160,M.Puthupalayam, Dharapuram Main Rd, Tiruppur, Tamil Nadu 641665, India",+91 98432 55565,transmit@vijayakumarricemill.com,11.0467378,77.3913045,http://vijayakumarricemill.com/,8.0,4.4,India,Tamil Nadu,Tiruppur,641665,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
THANU RICE MILLS,"29P2+XVH, Allalapuram - Ganapthipalayam Rd, Allalapuram, Nochipalayam, Veerapandi, Karaipudur, Tamil Nadu 641605, India",,,11.037441,77.3522401,,0.0,0.0,India,Tamil Nadu,Palladam,641605,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
Dhanusri Rice Mill,"29P2+XR4, Allalapuram, Nochipalayam, Veerapandi, Karaipudur, Tamil Nadu 641605, India",,,11.0373828,77.3520819,,6.0,4.8,India,Tamil Nadu,Palladam,641605,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
Modern Rice Mill,"Road, Tiruppur, Sultanpet, Tamil Nadu 641669, India",,,11.1027526,77.2844321,,4.0,3.8,India,Tamil Nadu,Avinashi,641669,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
N Subramaniam Jothi Modern Rice Mill,"Dharapuram - Tiruppur Rd, Kuppuchipalayam, Tamil Nadu 641665, India",+91 97518 89897,,11.0233085,77.3957224,,8.0,4.6,India,Tamil Nadu,Tiruppur,641665,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
Shree Vinayaga Rice Mill,"9/62, Karaipudur Arulpuram, post, Chinnakarai, Tiruppur, Tamil Nadu 641604, India",,,11.0540057,77.3211142,,0.0,0.0,India,Tamil Nadu,Palladam,641604,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
Revathi Rice Mill,"299X+54P, Pollikalipalayam, Tamil Nadu 641665, India",,,11.0179692,77.3978199,,3.0,3.0,India,Tamil Nadu,Tiruppur,641665,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
Siva sakthi rice mill,"29PV+RP4, SH 37, Kuppuchipalayam, Tamil Nadu 641605, India",,,11.036103,77.394082,,0.0,0.0,India,Tamil Nadu,Tiruppur,641605,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
Dhiyanalinga Modern Rice Mills,"4/250, merkku thottam, Koundampalayam, Palladam, Tamil Nadu 641605, India",+91 98430 45438,dhiyanalingaricemills@gmail.com,11.0210866,77.305859,http://www.dhiyanalingarice.com/,33.0,4.2,India,Tamil Nadu,Palladam,641605,,,,,,,,Rice mills,"Rice mills,Rice shops,Rice wholesalers",Tamil Nadu,Tiruppur
Annapoorani modern rice mill,"Unnamed Road, Thirumurugan Poondi, Avinashi, Tamil Nadu 641652, India",+91 98422 82811,,11.1735,77.3105183,,3.0,4.7,India,Tamil Nadu,Avinashi,641652,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
KRP Rice Mill,"2/790,Krp premises,Tirupur road, Palladam, 641664, India",+91 98422 62291,,11.0154462,77.2984525,,1.0,5.0,India,Tamil Nadu,Palladam,641664,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
Krishna Rice Mill,"28C5+G99, Goundampalayam, Tamil Nadu 641664, India",+91 4255 252 306,,11.0212801,77.3084699,,0.0,0.0,India,Tamil Nadu,Palladam,641664,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
மாவு மில் Rice Mill rice,"57PR+XP2, Avinashilingampalayam, Avinashi, Tamil Nadu 641654, India",,,11.1868753,77.2916555,,0.0,0.0,India,Tamil Nadu,Avinashi,641654,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
Sri Radha Modern Rice Mill,"Vijayamangalam Rd, Uthukuli, Reddipalayam, Tamil Nadu 638751, India",,,11.1787874,77.4639382,,4.0,4.8,India,Tamil Nadu,,638751,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
Sundareswarar Modern Rice Mill Tirupur,"No: 5/92, Kadaiyur Post,, Kangayam Taluk, Tamil Nadu 638701, India",+91 94430 20529,,10.9889499,77.5173256,,0.0,0.0,India,Tamil Nadu,Kangayam,638701,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
Sri Bhagyalakshmi Modern Rice Mill,"XGXJ+P5V, Tiruppur, Tamil Nadu 638701, India",,,10.9993587,77.5304183,,3.0,5.0,India,Tamil Nadu,Kangayam,,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
KVK(Sakthi Rice Mill),"5FC3+JW7, Sakthi Nagar Road, Uthukuli Town, Tamil Nadu 638751, India",,,11.1715494,77.4548041,,1.0,5.0,India,Tamil Nadu,,638751,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
Palani Andavar Rice Mill,"No: 45, Trichy Rd, Abirami Nagar, Panapalayam, Palladam, Tamil Nadu 614664, India",+91 98423 52226,,10.9931037,77.2960351,,5.0,4.4,India,Tamil Nadu,Palladam,614664,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
SK Modern Rice Mill,"3/39, Vijayamangalam Road, Reddipalayam, Tamil Nadu 638751, India",+91 94430 51985,,11.1781599,77.4644611,,1.0,5.0,India,Tamil Nadu,,638751,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
Mani Rice Mill,"56RV+PMM, Periya Nathampalayam, Avinashi, Tamil Nadu 641654, India",+91 99655 72322,,11.1918342,77.2441604,,2.0,5.0,India,Tamil Nadu,Avinashi,641654,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
Amman Rice Mill,"4J44+872, Tiruppur, Tamil Nadu 638108, India",,,11.1057747,77.6056547,,2.0,4.5,India,Tamil Nadu,Kangayam,638108,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
SARVANA RICE MILL,"15, Koothampalayam, Uthukuli - Chennimalai Rd, Uthukuli, Tamil Nadu 638751, India",+91 99425 67558,,11.1587897,77.5023203,,14.0,4.1,India,Tamil Nadu,Perundurai,638751,,,,,,,,Rice mills,"Rice mills,Agricultural services",Tamil Nadu,Erode
Thirukarthikeyan Modern Rice Mill,"2J44+QR4, Tiruppur, Tamil Nadu 638701, India",,,11.0068859,77.6070645,,0.0,0.0,India,Tamil Nadu,Kangayam,,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
Shivaguru Modern Rice Mill,"XHJ6+4HG, Tiruppur, Tamil Nadu 638701, India",,,10.9803187,77.5614496,,7.0,4.7,India,Tamil Nadu,Kangayam,638701,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
SRI CHAKKRAA MODERN RICE MILL,"2GC2+H4M, Unnamed Road, Tamil Nadu 641665, India",,,11.0214516,77.5002862,,0.0,0.0,India,Tamil Nadu,Kangayam,641665,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
KRS Rice Mill,"Veeranampalayam, Kangayam, Tamil Nadu 638701, India",+91 98650 47567,,10.9771176,77.530388,,3.0,5.0,India,Tamil Nadu,Kangayam,638701,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
Rajalakshmi modern rice mill (Sivasakthi rice brand),"No 1147/3A1,Ramapattinam, Road, Kangeyam, Tamil Nadu 638701, India",,rajalakshmimrmkgm@gmail.com,11.0210328,77.5316599,https://rajalakshmimodernricemill.netlify.app/,10.0,4.9,India,Tamil Nadu,Kangayam,638701,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
Shri Sivasanvikaa Modern Rice mill,"2FFX+6VV, Maruduraiyanvalasu, Tamil Nadu 641665, India",+91 93625 22444,,11.0231222,77.4996768,,5.0,5.0,India,Tamil Nadu,Kangayam,,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
Ellen and co,"2H9M+J27, Tiruppur, Tamil Nadu 638701, India",+91 94437 23344,,11.0190336,77.5825562,,0.0,0.0,India,Tamil Nadu,Kangayam,638701,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
மன்னன் மார்டன் ரைஸ்மில்,"473M+2PW, Sulthanpattai, Mangalam, Tamil Nadu 641663, India",,,11.1026188,77.2843297,,1.0,5.0,India,Tamil Nadu,Avinashi,641663,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
Shree Vinayaga Rice Mundy,"9/62 Karaipudur Tirupur Arulpuram, Post, Chinnakarai, Tamil Nadu 641663, India",,,11.0584185,77.3064624,,0.0,0.0,India,Tamil Nadu,Palladam,641663,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
Sri Sastha modern Rice Mill,"Gobichettipalayam - Uthukuli - Kangayam Rd, Uthukuli, Tamil Nadu 638752, India",,,11.1688623,77.43743,,0.0,0.0,India,Tamil Nadu,,638752,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
Sri Devi Rice Mill,"5F84+J77, karatupalayam, Uthukuli, Tamil Nadu 638751, India",,,11.166545,77.4556771,,0.0,0.0,India,Tamil Nadu,,638751,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
Kariyakaliamman Rice mill,"Rayampalayam Road, Rayampalayam, Avinashi, Sinnaripalayam, Tamil Nadu 641654, India",,,11.2065139,77.2725791,,1.0,2.0,India,Tamil Nadu,Avinashi,641654,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
Karasakkadu Kalamani Rice Mill,"57W6+GF4, Sembianallur, Avinashi, Tamil Nadu 641654, India",+91 9781022,,11.1962568,77.2611963,,0.0,0.0,India,Tamil Nadu,Avinashi,,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
Jayaganesh modern rice mill,"2F6G+Q53, Sampanthampalayam - Peruntholuvu Road, Kandiankoil, Tamil Nadu 641665, India",,,11.0118761,77.4754079,,0.0,0.0,India,Tamil Nadu,Tiruppur,641665,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Tiruppur
S.k.nayaz Jan Rice Mill & Flour Mill,"Bagalur, Tamil Nadu 635103, India",+91 94447 46872,,12.8310339,77.8659831,,0.0,0.0,India,Tamil Nadu,,635103,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
M.S. MODERN RICE MILL,"HQ3P+78V, Hosur - Denkanikottai Rd, Mallasandram, Tamil Nadu 635107, India",,,12.5532377,77.7858119,,21.0,3.9,India,Tamil Nadu,Denkanikota,635107,,,,,,,,Rice mills,"Rice mills,Supermarkets",Tamil Nadu,Krishnagiri
Sathyanarayana Rice & Oil Mill,"JV43+FRQ, Denkanikottai-Shoolagiri Rd, Kelamangalam, Tamil Nadu 635113, India",,,12.6062182,77.8546143,,8.0,4.1,India,Tamil Nadu,Denkanikota,635113,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
"Sri Srinivasa Rice, Flour & oil Mill","TK, Sri Srinivasa Rice Mill , Flour & Oil Mill, Enusonai Village And, Post, Shoolagiri, Tamil Nadu 635117, India",+91 99521 54887,,12.6153743,78.0183736,https://srinivasafoods.business.site/#testimonials,11.0,4.5,India,Tamil Nadu,,635117,,,,,,,,Rice mills,"Rice mills,Rice wholesalers,Oil Wholesalers,Flour mills",Tamil Nadu,Krishnagiri
SLV ENTERPRISES,"94/1, Dhakshina Thirupathy Rd, Kamandoddi, Tamil Nadu 635117, India",,,12.6817892,77.932608,,0.0,0.0,India,Tamil Nadu,,635117,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
PRAKASH.K,"MXCF+3VV, Chappadi Village, Tamil Nadu 635117, India",,,12.6702407,77.974658,,1.0,5.0,India,Tamil Nadu,,635117,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
CHENNIAPPA RICE MILL,"J2XM+VHM, Chennapalli, Tamil Nadu 635117, India",,,12.6497159,78.0339141,,0.0,0.0,India,Tamil Nadu,,635117,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
Sri Balaji Modern ricemill,"M288+3FH, Dhoodi, Shoolagiri, Tamil Nadu 635117, India",,,12.6651871,78.0162209,,0.0,0.0,India,Tamil Nadu,,635117,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
Sree Srinivasa Modern Rice Mill,"Nagamangalam, Rayakottai, Tamil Nadu, India",,,12.5654455,77.9404413,,15.0,4.4,India,Tamil Nadu,Denkanikota,,,,,,,,,Rice mills,"Rice mills,Shopping malls",Tamil Nadu,Krishnagiri
Muthuraj rice mill,"FVCC+PHH, Dadikal, Tamil Nadu 635113, India",,,12.4718514,77.8714721,,0.0,0.0,India,Tamil Nadu,Denkanikota,635113,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
SRI VENKHATESWARA RICE MILLS,"BUS STAND, No. 1/138, opp. RAYAKOTTAH, Rayakottai, Tamil Nadu 635116, India",+91 94452 61155,,12.5141759,78.0307847,https://sri-venkhateswara-rice-mills-rayakottah.business.site/?utm_source=gmb&utm_medium=referral,19.0,4.8,India,Tamil Nadu,Denkanikota,635116,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
Gopal rice &oil mill veppanapalli,"Kuppam Rd, Veppanapalli, Tamil Nadu 635121, India",,,12.7047909,78.1946797,,3.0,5.0,India,Tamil Nadu,Krishnagiri,635121,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
SRI SAMUNDI MORDEN RICE MILL,"F2QG+HGW, Krishnagiri, Tamil Nadu 635116, India",+91 94436 35476,,12.488992,78.0263276,,0.0,0.0,India,Tamil Nadu,Denkanikota,635116,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
Vetri Mini Rice Mill,"H5Q5+3G3, Polupalli, post, Billanakuppam, Tamil Nadu 635115, India",+91 76396 95332,,12.5876472,78.1587998,,4.0,5.0,India,Tamil Nadu,Krishnagiri,635115,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
VENKATESHWARA RICE MILL,"JV23+P3X, Kelamangalam, Tamil Nadu 635113, India",,,12.6019205,77.8527569,,0.0,0.0,India,Tamil Nadu,Denkanikota,635113,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
RAJANANDRAPPA RICE MILL,"MQ2W+C5J, Gopanahally, Tamil Nadu 635110, India",,,12.6513797,77.7952808,,0.0,0.0,India,Tamil Nadu,,635110,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
Rice mill,"PQ7P+QGQ, Chandi Nagar Pt II, Nanjapuram, Tamil Nadu, India",,,12.7144549,77.7863655,,0.0,0.0,India,Tamil Nadu,,,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
Jai guru bhadrakaliamma rice mill,"JP2P+FP2, Tamil Nadu 635114, India",,,12.6011336,77.7367761,,2.0,5.0,India,Tamil Nadu,Denkanikota,635114,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
Sri vediyappan rice mill,"P43P+62W, ETTRAPALLI, GONGOJIKOTHHUR, Tamil Nadu 635121, India",,,12.703101,78.1350714,,1.0,5.0,India,Tamil Nadu,Krishnagiri,635121,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
Sri Nanjundeshwara Rice & flour Mill,"GPRC+9Q5, Devarulimangalam, Tamil Nadu 635107, India",,,12.5405313,77.7223158,,0.0,0.0,India,Tamil Nadu,Denkanikota,635107,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
varadharajappa Rice mill,"P49J+GC9, MDR1001, Tankadikuppam, Tamil Nadu 635121, India",,,12.7187863,78.1311108,,1.0,5.0,India,Tamil Nadu,Krishnagiri,635121,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
Sri Nagamuneshwara Swamy Rice mill,"GM5M+76W, Settipalli, Tamil Nadu 635107, India",,,12.508231,77.683068,,0.0,0.0,India,Tamil Nadu,Denkanikota,635107,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
Kalikamma rice mill,"JP2P+CPR, Kodiyalam, Tamil Nadu 635114, India",,,12.6011245,77.736774,,2.0,5.0,India,Tamil Nadu,Denkanikota,,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
மாவு அரவை மில்,"J4VQ+9JC, MDR1001, Chennasandiram, Tamil Nadu 635121, India",,,12.6434308,78.1390256,,0.0,0.0,India,Tamil Nadu,Krishnagiri,635121,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
rich mill oil mill doll mail,"Ganesh Colony, Kelamangalam, Tamil Nadu 635113, India",,,12.5949818,77.8485942,,0.0,0.0,India,Tamil Nadu,Denkanikota,635113,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
anbu Ricemill,"G26J+RHC, Rayakotta Rd, Rahamath Colony, Rayakottai, Tamil Nadu 635116, India",,,12.5120697,78.0313895,,4.0,4.8,India,Tamil Nadu,Denkanikota,635116,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
SAMPANGI RICE FLOUR MILL,"P4R4+XCF, Nirmalvadi, Tamil Nadu 635121, India",,,12.7424282,78.1060415,,0.0,0.0,India,Tamil Nadu,Krishnagiri,,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
KVM Rice Mill,"M286+6F5, Shoolagiri, Tamil Nadu 635117, India",,,12.6655034,78.0112318,,0.0,0.0,India,Tamil Nadu,,635117,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
Durai Rice Mill,"8PWP+2XX, Unnamed Road, Udubarani R.F., Tamil Nadu 635102, India",,,12.3451,77.7374847,,3.0,3.7,India,Tamil Nadu,,635102,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
Nagaraj ricemill,"M4HX+HJ3, Krishnagiri, Tamil Nadu 635121, India",,,12.6788863,78.1490522,,0.0,0.0,India,Tamil Nadu,Krishnagiri,,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
Jayappan RICE MILE KUPPACHIPARAI,"J4RQ+X77, Tamil Nadu 635121, India",,,12.6424236,78.1381593,,0.0,0.0,India,Tamil Nadu,Krishnagiri,635121,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
Mariyappan rice mill,"2/204, SH 17, Rayakottai, Tamil Nadu 635116, India",,,12.5191497,78.0233245,,1.0,5.0,India,Tamil Nadu,Denkanikota,635116,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
செல்வம் அரவை கூடம். குப்பச்சிப்பாறை.,"J4WR+X43, MDR1001, Chennasandiram, Tamil Nadu 635121, India",,,12.6473763,78.1403007,,0.0,0.0,India,Tamil Nadu,Krishnagiri,635121,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
Gopal Rice Mill,"M5XR+2WW, Krishnagiri, Tamil Nadu 635121, India",,,12.697609,78.1923288,,2.0,5.0,India,Tamil Nadu,Krishnagiri,,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
Sri Balaji Modern Rice Mill,"463/2 Billanakuppam Village and Post, Tamil Nadu 635115, India",,,12.5855326,78.1727648,,0.0,0.0,India,Tamil Nadu,Krishnagiri,635115,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
Shri Chamundi Hitech Morden Rice Mill,"F2QG+MJQ, odiyandhahalli, main road, Dharmapuri, Tamil Nadu, India",,,12.4892064,78.0266166,,6.0,3.0,India,Tamil Nadu,Denkanikota,,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
Manikkam Rice Mill,"H6HJ+H7R, Vartnapalli Rd, Peddathanapalli, Tamil Nadu 635120, India",,,12.578993,78.2306333,,0.0,0.0,India,Tamil Nadu,Krishnagiri,635120,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
JAI KISAAN RICEMEEL,"MM38+J38, Gumlapuram, Tamil Nadu 635118, India",,,12.6540364,77.6651997,,0.0,0.0,India,Tamil Nadu,Denkanikota,,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
KKS RICE MILL,"4/22b kammampalli vill Kammampalli po, post, Krishnagiri, Tamil Nadu 635001, India",,,12.5597266,78.2678089,,0.0,0.0,India,Tamil Nadu,Krishnagiri,635001,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
manjunatha rice mil urigam,"8J48+PWC, Urigam, Tamil Nadu 635102, India",,,12.3056233,77.6177883,,0.0,0.0,India,Tamil Nadu,,635102,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
Oviya Mini Rice mill,"J5GP+5M3, Veppanapalli, main Road, Baleripalli, Tamil Nadu, India",,,12.6253865,78.186658,,0.0,0.0,India,Tamil Nadu,Krishnagiri,,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
Sri Lakshmi Narasimhan Rice mill & Oil Mill kundarapalli bus stop,"Kundarapalli, Tamil Nadu 635115, India",,,12.5710099,78.1808962,,0.0,0.0,India,Tamil Nadu,Krishnagiri,635115,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
Sri Lakshmi Narasimhan & Oil Mill.ஸ்ரீ லட்சுமி நரசிம்மன் & ஆயில் மில்,"H5CJ+9G6, Kundarapalli, Tamil Nadu 635115, India",,,12.5709125,78.1812656,,0.0,0.0,India,Tamil Nadu,Krishnagiri,635115,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Krishnagiri
Rice mill,"C2W7+VPJ, Gummanur, Tamil Nadu 636806, India",,,12.4472143,78.0142544,,0.0,0.0,India,Tamil Nadu,,636806,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Dharmapuri
Ganesha Mettadhar Rice Mill,"92Q5+376, Marandahalli, Chikkadornabettam, Tamil Nadu 636806, India",,,12.3876504,78.0081452,,0.0,0.0,India,Tamil Nadu,,636806,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Dharmapuri
ஸ்ரீ வெங்கடேஸ்வரா ரைஸ்மில்,"92Q2+PR3, Muthu Udayar St, Marandahalli, Tamil Nadu 636806, India",,,12.3892726,78.0020591,,0.0,0.0,India,Tamil Nadu,,636806,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Dharmapuri
Jawahar RiceMill,"No.1, main rd, Paramankurichi, Udangudi, Tamil Nadu 628203, India",,,8.4435098,78.0309624,,5.0,4.8,India,Tamil Nadu,Tiruchchendur,628203,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Thoothukudi
Shanmuga Vilas ricemill,"Tirunelveli, Tiruchendur Main Rd, Then Thirupperai, Tamil Nadu 628623, India",,,8.6010567,77.9832846,https://shanmuga-vilas-ricemill.business.site/?utm_source=gmb&utm_medium=referral,0.0,0.0,India,Tamil Nadu,Tiruchchendur,628623,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Thoothukudi
"Sri Bhakyalakshmi rice mill,","26-A2,L.F.ROAD,NRTH ST,NORTH BAZZAR,OPP TO AMMAN KOIL, Arumuganeri, Tamil Nadu 628202, India",,,8.5741726,78.0924427,,1.0,5.0,India,Tamil Nadu,Tiruchchendur,628202,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Thoothukudi
Sri Gopalarathinam Rice Mill,"G3XC+5M9, SH 40, Kanam, Tamil Nadu 628201, India",,,8.5479172,78.0717465,,0.0,0.0,India,Tamil Nadu,Tiruchchendur,628201,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Thoothukudi
Ayyappan Rice mill,"1134/1A, 3rd St, Wadair Santha, Brindavan, Pudukkottai, Tamil Nadu 622005, India",,,10.3891942,78.8185553,,0.0,0.0,India,Tamil Nadu,Pudukkottai,622005,,,,,,,,Rice mills,Rice mills,Tamil Nadu,Pudukkottai
